autor,g.r.,mesto,razred,škola,mesto š.,prog,A5,god,naslov,link
Dronjak Aleksandar,,,,,,GLG,5,2014,Mogućnost otklanjanja olova i kadmijuma iz vode prirodnim zeolitom,pdf/2014/GLG1402.pdf
Đorđević Anastasija,,,,,,GLG,7,2014,Specifičnosti hemizma termomineralnih voda Sijarinske Banje kao posledica hidrogeoloških svojstava,pdf/2014/GLG1403.pdf
Todorović Anja,,,,,,GLG,1,2014,Spesartinsko-almandinska mineralizacija južnih padina Cera,pdf/2014/GLG1404.pdf
Brančić Anđela,,,,,,GLG,2,2014,Podzemne vode arteskih i subarteskih horizonata kao alternative za vodosnabdevanje seoskih naselja opštine Aleksinac,pdf/2014/GLG1405.pdf
Gajić Jelena,,,,,,HEM,10,2014,Biosorpcija jona teških metala Pb2+ i Cd2+ iz vodenih rastvora biomasom hrasta lužnjaka (Quercus robur L.),pdf/2014/HEM1401.pdf
Stojanović Nemanja,,,,,,HEM,8,2014,Uklanjanje bakar(II) jona pomoću čestica kalcijum-alginata modifikovanih elagičnom kiselinom,pdf/2014/HEM1402.pdf
Perić Milica,,,,,,HEM,9,2014,Spektrofotometrijsko ispitivanje reverzibilnosti hidrolize bromazepama,pdf/2014/HEM1403.pdf
Postolović Katarina,,,,,,HEM,6,2014,Optimizacija kinetičke metode za određivanje mikrokoličina vanadijuma micelarnom katalizom,pdf/2014/HEM1404.pdf
Pešić Anastasija,,,,,,HEM,1,2014,Ispitivanje hemijskog sastava kutikule iglica četinara primenom GH/MS metoda,pdf/2014/HEM1405.pdf
Grunevski Sergej,,,,,,HEM,1,2014,Ispitivanje hemijskog sastava kutikule iglica četinara primenom GH/MS metoda,pdf/2014/HEM1405.pdf
Cvetković Aleksandar,,,,,,IST,20,2014,Gimnazija „Bora Stanković” u Vranju od 1945. do 1958. godine: ideološki uticaji na rad škole,pdf/2014/IST1401.pdf
Ćurčić Petar,,,,,,IST,14,2014,Agarno zadrugarstvo na teritoriji novosadskog sreza između dva svetska rata,pdf/2014/IST1402.pdf
Zorić Vukašin,,,,,,IST,8,2014,Novosadska tvornica plina u periodu od 1944. do 1967: rezultati obnove i uzroci gašenja,pdf/2014/IST1403.pdf
Momčilović Aleksandar,,,,,,IST,10,2014,Rad poljoprivrednog dobra i zemljoradničke zadruge u Kusatku od 1954. do 1969. godine,pdf/2014/IST1404.pdf
Čorbić Miloš,,,,,,IST,9,2014,Analiza prijava ratne štete u srezu Žičkom u kontekstu promena vojno-političkih prilika 1941–1945. godine,pdf/2014/IST1405.pdf
Stojanović Dušica,,,,,,IST,7,2014,Tečajni ispiti u leskovačkoj gimnaziji u periodu 1945–1958,pdf/2014/IST1406.pdf
Vujović Jelica,,,,,,IST,9,2014,Vaspitno-obrazovna politika Komunističke partije Jugoslavije prema omladini na primeru kraljevačke opštine (1945–1950),pdf/2014/IST1407.pdf
Ristić Tamara,,,,,,IST,1,2014,Zvezdara teatar 1984–1992: između političkih uticaja i ekonomske održivosti,pdf/2014/IST1408.pdf
Milić Milena,,,,,,LIN,9,2014,Eksplicitni i implicitni stavovi o upotrebi ženskih nomina agentis u srpskom jeziku,pdf/2014/LIN1401.pdf
Stanković Jelena,,,,,,LIN,9,2014,Eksplicitni i implicitni stavovi o upotrebi ženskih nomina agentis u srpskom jeziku,pdf/2014/LIN1401.pdf
Ninković Milan,,,,,,LIN,12,2014,Semantička i gramatička kongruencija supletivnih množina imenica druge Stevanovićeve vrste,pdf/2014/LIN1402.pdf
Ružić Jovana,,,,,,LIN,6,2014,Efekat „na vrh jezika” kod govornika srpskog jezika: povraćaj fonoloških karakteristika reči,pdf/2014/LIN1403.pdf
Perić Jana,,,,,,LIN,6,2014,"Prisvojni pridevi sa nastavcima -ov, -ev i -in u govoru dece od tri i pet godina",pdf/2014/LIN1404.pdf
Ivetić Jovana,,,,,,LIN,10,2014,Anglicizmi u računarskoj terminologiji u srpskom jeziku,pdf/2014/LIN1405.pdf
Ninković Milan,,,,,,LIN,5,2014,Integralna pohranjenost poredbenih idioma u mentalnom leksikonu,pdf/2014/LIN1406.pdf
Ivetić Jovana,,,,,,LIN,5,2014,Integralna pohranjenost poredbenih idioma u mentalnom leksikonu,pdf/2014/LIN1406.pdf
Ružić Jovana,,,,,,LIN,5,2014,Integralna pohranjenost poredbenih idioma u mentalnom leksikonu,pdf/2014/LIN1406.pdf
Babinjec Ana Maria,,,,,,LIN,5,2014,Integralna pohranjenost poredbenih idioma u mentalnom leksikonu,pdf/2014/LIN1406.pdf
Pantelić Nataša,,,,,,LIN,1,2014,"Upotreba direktiva u obraćanju čitaocu u časopisu ,,Pioniri” u periodu 1944–1945.",pdf/2014/LIN1407.pdf
Mrdak Jelena,,,,,,MAT,17,2014,Primena nadrealnih brojeva u igrama,pdf/2014/MAT1401.pdf
Dragutinović Dušan,,,,,,MAT,13,2014,Obojene jednačine,pdf/2014/MAT1402.pdf
Ivanović Đorđe,,,,,,MAT,13,2014,Obojene jednačine,pdf/2014/MAT1402.pdf
Filipović Nemanja,,,,,,PFE,10,2014,Poređenje algoritama za detekciju rilice pčela metodom binarizacije i HAAR vejvleta,pdf/2014/PFE1401.pdf
Donević Anđela,,,,,,PFE,10,2014,Poređenje algoritama za detekciju rilice pčela metodom binarizacije i HAAR vejvleta,pdf/2014/PFE1401.pdf
Đokić Danilo,,,,,,PFE,7,2014,Dizajn autopilota za stabilizaciju kursa broda sa dva motora malih dimenzija primenom P regulatora,pdf/2014/PFE1402.pdf
Milenić Nikola,,,,,,PFE,7,2014,Dizajn autopilota za stabilizaciju kursa broda sa dva motora malih dimenzija primenom P regulatora,pdf/2014/PFE1402.pdf
Stojanović Ana,,,,,,PSH,12,2014,Uticaj vrste i inteziteta povezanosti prideva na njihovu reprodukciju,pdf/2014/PSH1401.pdf
